# submitted_item	validated_id	current_symbol
mmd	FBgn0259110	mmd
CG9170	FBgn0030716	CG9170
CG8931	unknown ID	-
ND-20	FBgn0030718	ND-20
eIF5	FBgn0030719	eIF5
exd	FBgn0000611	exd
CG8939	FBgn0030720	CG8939
vap	FBgn0003969	vap
CG12698	FBgn0030721	CG12698
Muc14A	FBgn0052580	Muc14A
CG12395	FBgn0030722	CG12395
dpr18	FBgn0030723	dpr18
Nipsnap	FBgn0030724	Nipsnap
Tob	FBgn0028397	Tob
CG8958	FBgn0030725	CG8958
disco-r	FBgn0285879	disco-r
disco	FBgn0000459	disco
kat80	FBgn0040207	kat80
Mfe2	FBgn0030731	Mfe2
Prosalpha4	FBgn0004066	Prosalpha4
eas	FBgn0000536	eas
CG32576	FBgn0052576	CG32576
UQCR-14	FBgn0030733	UQCR-14
caz	FBgn0285954	caz
CG9911	FBgn0030734	CG9911
CG3632	FBgn0030735	CG3632
CG3679	FBgn0027521	CG3679
CG9914	FBgn0286508	Had1
CR45485	unknown ID	-
CG9915	FBgn0030738	CG9915
SWIP	FBgn0030739	SWIP
Cyp1	FBgn0004432	Cyp1
CG9917	FBgn0030740	CG9917
CG32579	FBgn0052579	CG32579
CalpC	FBgn0260450	CalpC
CG9919	FBgn0030742	CG9919
CG9921	FBgn0030743	CG9921
Dsp1	FBgn0278608	Dsp1
sl	FBgn0003416	sl
U2af50	FBgn0005411	U2af50
PIG-Q	FBgn0086448	PIG-Q
nonA	FBgn0004227	nonA
Fur2	FBgn0004598	Fur2
CG9992	FBgn0030744	CG9992
CG4239	FBgn0030745	CG4239
TH1	FBgn0010416	TH1
mei-41	FBgn0004367	mei-41
CG4301	FBgn0030747	CG4301
Traf-like	FBgn0030748	Traf-like
AnxB11	FBgn0030749	AnxB11
hang	FBgn0026575	hang
CG9947	unknown ID	-
rngo	FBgn0030753	rngo
eIF2alpha	FBgn0261609	eIF2alpha
CG34015	FBgn0054015	CG34015
eIF4H1	FBgn0262734	eIF4H1
para	FBgn0285944	para
CG9903	FBgn0030756	CG9903
CG9902	FBgn0030757	CG9902
Arp2	FBgn0011742	Arp2
Pp2B-14D	FBgn0011826	Pp2B-14D
CanA-14F	FBgn0267912	CanA-14F
CG13014	FBgn0030759	CG13014
SMC3	FBgn0015615	SMC3
Ubc7	FBgn0267384	Ubc7
CG9784	FBgn0030761	CG9784
Nup153	FBgn0061200	Nup153
mbt	FBgn0025743	mbt
CG9782	FBgn0030763	CG9782
Rok	FBgn0026181	Rok
CG9777	FBgn0030764	CG9777
RpS19a	FBgn0010412	RpS19a
SNRPG	FBgn0261791	SNRPG
mthl1	FBgn0030766	mthl1
CR46147	unknown ID	-
CG9723	unknown ID	-
r	FBgn0003189	r
CG13012	FBgn0030769	CG13012
CG13010	FBgn0030770	CG13010
sing	FBgn0261245	sing
Axs	FBgn0000152	Axs
4-Sep	unknown ID	-
CG4678	FBgn0030778	CG4678
CG9676	FBgn0030773	CG9676
CG9672	FBgn0030777	CG9672
CG34325	FBgn0085354	CG34325
CG32572	FBgn0052572	CG32572
goe	FBgn0027528	goe
if	FBgn0001250	if
mRpL22	FBgn0030786	mRpL22
CG9609	FBgn0030787	CG9609
Sap30	FBgn0030788	Sap30
Rrp45	FBgn0030789	Rrp45
CG4768	FBgn0030790	CG4768
CG9132	FBgn0030791	CG9132
CG4789	FBgn0030792	CG4789
CG9125	FBgn0030793	Rai1
CG13005	FBgn0030794	CG13005
CR44053	unknown ID	-
ppk28	FBgn0030795	ppk28
CG4829	FBgn0030796	CG4829
CR44129	unknown ID	-
RSG7	FBgn0024941	RSG7
CG13003	FBgn0030798	CG13003
CG4872	FBgn0030799	CG4872
Nprl2	FBgn0030800	Nprl2
Rcp	unknown ID	-
DENR	FBgn0030802	DENR
CG4880	FBgn0030803	CG4880
CR44754	unknown ID	-
CG4928	FBgn0027556	CG4928
wus	FBgn0030805	wus
CG13001	FBgn0030806	CG13001
RhoGAP15B	FBgn0030808	RhoGAP15B
CG13000	FBgn0030807	CG13000
Ubr1	FBgn0030809	Ubr1
CG45002	FBgn0266354	CG45002
wcy	FBgn0030812	wcy
CG4949	FBgn0030813	CG4949
CG4955	FBgn0030814	CG4955
CG16700	FBgn0030816	CG16700
CG4991	FBgn0030817	CG4991
Arpc3B	FBgn0065032	Arpc3B
CG5004	FBgn0260748	CG5004
mei-218	FBgn0002709	mei-218
RpS5a	FBgn0002590	RpS5a
snoRNA:Psi28S-1192c	FBgn0082999	snoRNA:Psi28S-1192c
snoRNA:Psi28S-1192b	FBgn0083000	snoRNA:Psi28S-1192b
snoRNA:Psi28S-1192a	FBgn0083001	snoRNA:Psi28S-1192a
snoRNA:Psi28S-1135f	FBgn0083007	snoRNA:Psi28S-1135f
snoRNA:Psi18S-1854a	FBgn0083042	snoRNA:Psi18S-1854a
snoRNA:Psi28S-1135c	FBgn0083010	snoRNA:Psi28S-1135c
snoRNA:Psi28S-1135a	FBgn0083012	snoRNA:Psi28S-1135a
CG5010	FBgn0260747	Chchd2
xmas-1	unknown ID	-
xmas-2	unknown ID	-
baz	FBgn0000163	baz
CG5070	FBgn0030824	CG5070
CG10597	FBgn0030832	CG10597
f	FBgn0262111	f
CG8915	FBgn0030833	CG8915
CG42854	FBgn0262101	CG42854
CG8675	FBgn0030834	CG8675
CG8664	FBgn0030836	CG8664
CG5445	FBgn0030838	CG5445
Fim	FBgn0024238	Fim
B-H1	FBgn0011758	B-H1
CG8611	FBgn0027602	CG8611
CG5613	FBgn0030839	CG5613
CG8568	FBgn0030841	CG8568
CG43658	FBgn0263706	CG43658
ppk23	FBgn0030844	ppk23
Ankle2	FBgn0028343	Ankle2
CR44124	unknown ID	-
CG12991	FBgn0030847	CG12991
CG12992	FBgn0030846	CG12992
X11L	FBgn0026313	X11L
stas	FBgn0030850	stas
CG8326	FBgn0030851	CG8326
corolla	FBgn0267967	corolla
ND-24	FBgn0030853	ND-24
CG8289	FBgn0030854	CG8289
CG5800	FBgn0030855	CG5800
RhoGAPp190	FBgn0026375	RhoGAPp190
IntS2	FBgn0030858	IntS2
beta-Spec	FBgn0250788	beta-Spec
CG12990	FBgn0030859	CG12990
chas	FBgn0263258	chas
CG8188	FBgn0030863	CG8188
par-6	FBgn0026192	par-6
CG8173	FBgn0030864	CG8173
CG42684	FBgn0261570	raskol
unc-4	FBgn0024184	unc-4
Socs16D	FBgn0030869	Socs16D
CR44691	unknown ID	-
CG6398	FBgn0030870	CG6398
e(y)1	unknown ID	-
CG8142	FBgn0030871	CG8142
Ucp4A	FBgn0030872	Ucp4A
CG15814	FBgn0030873	CG15814
Spt7	FBgn0030874	Spt7
CG32554	FBgn0052554	CG32554
CG32557	FBgn0052557	Mco4
CG6762	FBgn0030876	CG6762
CR43981	unknown ID	-
Arp8	FBgn0030877	Arp8
CG6769	FBgn0030878	CG6769
mnb	FBgn0259168	mnb
CG12985	FBgn0030881	CG12985
CG6788	FBgn0030880	CG6788
CG7772	FBgn0030883	CG7772
Vps4	FBgn0283469	Vps4
CG6847	FBgn0030884	CG6847
Sh	FBgn0003380	Sh
CG7536	FBgn0030890	CG7536
Ada3	FBgn0030891	Ada3
CG7206	FBgn0030892	CG7206
scu	FBgn0021765	scu
RhoGAP16F	FBgn0030893	RhoGAP16F
Mvb12	FBgn0030894	Mvb12
Taf8	FBgn0022724	Taf8
CG7135	FBgn0030895	CG7135
wupA	FBgn0283471	wupA
ari-1	FBgn0017418	ari-1
CG43229	FBgn0262874	CG43229
Hesr	FBgn0030899	Hesr
Him	FBgn0030900	Him
CG33639	FBgn0053639	CG33639
upd2	FBgn0030904	upd2
upd3	FBgn0053542	upd3
upd1	FBgn0004956	upd1
CG6023	FBgn0030912	CG6023
CG6123	FBgn0030913	CG6123
CG6106	FBgn0030914	CG6106
CrebB	FBgn0265784	CrebB
por	FBgn0004957	por
CG6179	FBgn0030915	CG6179
betaCOP	FBgn0008635	betaCOP
Tsf1	FBgn0022355	Tsf1
CG32549	FBgn0052549	Nt5b
CG34328	FBgn0085357	CG34328
CG15056	FBgn0030918	CG15056
CG32547	FBgn0052547	CG32547
CG43843	FBgn0264395	CG43843
CR43842	unknown ID	-
Hayan	FBgn0030925	Hayan
CR45714	unknown ID	-
psh	FBgn0030926	psh
CG15046	FBgn0030927	CG15046
CG15043	FBgn0030929	CG15043
GalNAc-T2	unknown ID	-
Xrcc2	FBgn0030931	Xrcc2
Wnt5	FBgn0010194	Wnt5
Ggt-1	FBgn0030932	Ggt-1
CG6470	FBgn0030933	CG6470
HisRS	FBgn0027087	HisRS
Bx	FBgn0265598	Bx
CG15047	FBgn0030938	CG15047
CG15040	FBgn0030940	CG15040
wgn	FBgn0030941	wgn
Rip11	FBgn0027335	Rip11
CG6540	unknown ID	-
CG6617	FBgn0030944	Hou
Ing3	FBgn0030945	Ing3
CG6659	FBgn0030946	CG6659
fu	FBgn0001079	fu
CR45514	unknown ID	-
CR44707	unknown ID	-
phm	FBgn0004959	phm
Cyp18a1	FBgn0010383	Cyp18a1
CCKLR-17D3	FBgn0030954	CCKLR-17D3
CG6891	FBgn0030955	CG6891
CG18259	FBgn0030956	CG18259
CR6900	FBgn0030958	CR6900
CG6961	FBgn0030959	CG6961
S6KL	FBgn0283473	S6KL
Atg101	FBgn0030960	Atg101
bnb	FBgn0001090	bnb
CG7058	FBgn0030961	CG7058
CG42450	FBgn0259927	CG42450
CG7101	FBgn0030963	CG7101
Pvf1	FBgn0030964	Pvf1
htk	FBgn0085451	htk
CG7280	unknown ID	-
CG7322	FBgn0030968	CG7322
Usp39	FBgn0030969	Usp39
CG32544	FBgn0052544	CG32544
CG7326	FBgn0030970	CG7326
CG34401	FBgn0085430	Dora
CG7332	FBgn0030973	CG7332
CG7358	unknown ID	-
CG7378	FBgn0030976	CG7378
CR44708	unknown ID	-
CG43759	FBgn0264090	CG43759
CG15882	FBgn0030983	CG15882
Obp18a	FBgn0030985	Obp18a
RhoGAP18B	FBgn0261461	RhoGAP18B
Inx5	FBgn0030989	Inx5
CG33939	FBgn0047095	CG33939
CG7556	FBgn0030990	CG7556
CG7453	FBgn0030991	CG7453
CG33253	FBgn0030992	CG33253
Mec2	FBgn0030993	Mec2
HP1D3csd	FBgn0030994	HP1D3csd
CG7914	FBgn0030995	CG7914
CG14194	FBgn0030996	CG14194
CG7990	FBgn0030997	CG7990
Ulp1	FBgn0027603	Ulp1
CG14195	FBgn0030998	CG14195
CG7884	FBgn0031001	CG7884
CG14196	FBgn0031002	CG14196
CG7889	FBgn0031003	CG7889
Hs3st-B	FBgn0031005	Hs3st-B
rictor	FBgn0031006	rictor
Vav	FBgn0040068	Vav
CG8010	FBgn0031008	CG8010
CG32537	FBgn0052537	CG32537
CG32536	FBgn0052536	CG32536
CG8028	FBgn0031010	CG8028
CG8034	FBgn0031011	CG8034
CG8051	FBgn0031012	CG8051
out	FBgn0259834	out
nAChRalpha7	FBgn0086778	nAChRalpha7
kek5	FBgn0031016	kek5
CG32533	FBgn0052533	CG32533
CG12200	unknown ID	-
mRpS14	FBgn0044030	mRpS14
NAA15-16	unknown ID	-
pcm	FBgn0020261	pcm
ND-18	FBgn0031021	ND-18
CG12204	FBgn0031022	CG12204
ksh	FBgn0040890	ksh
CR44340	unknown ID	-
Pfrx	FBgn0027621	Pfrx
CG14200	FBgn0031023	CG14200
l(1)G0156	unknown ID	-
CoRest	FBgn0261573	CoRest
Grip84	FBgn0026430	Grip84
car	FBgn0000257	car
Tao	FBgn0031030	Tao
CG14218	FBgn0031031	CG14218
CG14204	FBgn0031032	CG14204
CG14219	FBgn0031033	CG14219
CG14205	FBgn0031034	CG14205
RpS10b	FBgn0285947	RpS10b
CG14220	FBgn0031036	CG14220
CG14207	FBgn0031037	CG14207
CG14210	FBgn0031040	CG14210
CG12788	FBgn0031041	Pstk
CG14221	FBgn0031042	CG14221
NAA20	unknown ID	-
MKP-4	FBgn0031044	MKP-4
CG14212	FBgn0031045	CG14212
e(y)3	FBgn0087008	e(y)3
Rcd-1	FBgn0031047	Rcd-1
CG12237	FBgn0031048	CG12237
Sec61gamma	FBgn0031049	Sec61gamma
Arp10	FBgn0031050	Arp10
Ranbp21	FBgn0031051	Ranbp21
CG14215	unknown ID	-
CG14223	FBgn0031053	CG14223
Ssu72	FBgn0031054	Ssu72
CR44512	unknown ID	-
Zw	FBgn0004057	Zw
et	FBgn0031055	et
dome	FBgn0043903	dome
Ubqn	FBgn0031057	Ubqn
CG14227	FBgn0031058	CG14227
Mer	FBgn0086384	Mer
CG14229	FBgn0031059	CG14229
Cdc42	FBgn0010341	Cdc42
CG14231	unknown ID	-
CG14232	FBgn0031061	CG14232
CG14230	FBgn0031062	CG14230
meso18E	FBgn0040089	meso18E
CR44889	unknown ID	-
CG12531	FBgn0031064	CG12531
AP-1-2beta	FBgn0010380	AP-1-2beta
COX6B	FBgn0031066	COX6B
CG18809	FBgn0042132	CG18809
CR45501	unknown ID	-
parvin	FBgn0052528	parvin
Alr	FBgn0031068	Alr
Pmp70	unknown ID	-
CG12702	FBgn0031070	CG12702
zld	FBgn0259789	zld
SkpC	FBgn0026175	SkpC
SkpE	FBgn0031074	SkpE
pico	FBgn0261811	pico
Nup205	FBgn0031078	Nup205
CG15618	unknown ID	-
Hers	FBgn0052529	Hers
amn	FBgn0086782	amn
CR45496	FBgn0267052	CR45496
CG12655	FBgn0031080	CG12655
karr	FBgn0040784	karr
CG34332	FBgn0085361	CG34332
CG9572	unknown ID	-
Rab35	FBgn0031090	Rab35
Phf7	FBgn0031091	Phf7
CG9577	unknown ID	-
CG9581	FBgn0031093	CG9581
CG9578	FBgn0031094	CG9578
AnxB10	FBgn0000084	AnxB10
Sdic1	FBgn0067861	Sdic1
sw	FBgn0003654	sw
CR45465	unknown ID	-
obst-A	FBgn0031097	obst-A
Peritrophin-A	FBgn0022770	Peritrophin-A
CG17068	FBgn0031098	CG17068
Rab10	FBgn0015789	Rab10
CG17065	FBgn0031099	CG17065
CG42577	FBgn0260867	CG42577
jb	FBgn0031104	jb
l(1)G0004	FBgn0027334	l(1)G0004
Syx16	FBgn0031106	Syx16
HERC2	FBgn0031107	HERC2
CG15458	FBgn0040651	CG15458
Obp19a	FBgn0031109	Obp19a
Obp19c	FBgn0031111	Obp19c
Obp19d	FBgn0011280	Obp19d
Pp4-19C	FBgn0023177	Pp4-19C
cactin	FBgn0031114	cactin
CG15456	FBgn0040650	CG15456
CG11710	FBgn0031115	CG11710
mal	FBgn0002641	mal
CG1695	FBgn0031116	CG1695
CG32506	unknown ID	-
GstT3	FBgn0031117	GstT3
RhoGAP19D	FBgn0031118	RhoGAP19D
CG1812	FBgn0031119	CG1812
Tak1	FBgn0026323	Tak1
CR45466	unknown ID	-
Cyp6v1	FBgn0031126	Cyp6v1
CG1835	FBgn0031127	CG1835
run	FBgn0003300	run
shakB	FBgn0085387	shakB
r-cup	FBgn0031142	r-cup
CG1532	FBgn0031143	CG1532
CG1529	FBgn0031144	CG1529
Ntf-2	FBgn0031145	Ntf-2
CG15449	FBgn0031146	CG15449
Mgstl	FBgn0025814	Mgstl
CR44431	unknown ID	-
Cbs	FBgn0031148	Cbs
Stt3A	FBgn0031149	Stt3A
bves	FBgn0031150	bves
CG32512	FBgn0052512	CG32512
CG15446	FBgn0031155	CG15446
CG1503	FBgn0031157	CG1503
unc	FBgn0003950	unc
CG15445	FBgn0031161	CG15445
CR44374	unknown ID	-
CG34120	FBgn0083956	CG34120
CG32521	FBgn0052521	CG32521
CG1722	FBgn0031168	CG1722
CG1494	FBgn0031169	CG1494
CG1718	unknown ID	-
CG1801	FBgn0031171	CG1801
Rpt6	FBgn0020369	Rpt6
Dd	FBgn0029067	Dd
CG1486	FBgn0031174	CG1486
tty	FBgn0015558	tty
fliI	FBgn0000709	fliI
dod	FBgn0015379	dod
peng	FBgn0015527	peng
sol	FBgn0003464	sol
1-Sep	unknown ID	-
bbx	FBgn0024251	bbx
CR45612	unknown ID	-
CR45611	unknown ID	-
slgA	FBgn0003423	slgA
Hlc	FBgn0001565	Hlc
mst	FBgn0020272	mst
lcs	FBgn0028583	lcs
DIP-beta	FBgn0259245	DIP-beta
Cyp6t1	FBgn0031182	Cyp6t1
GCS2alpha	FBgn0027588	GCS2alpha
CG17450	FBgn0040028	CG17450
CG32500	FBgn0285970	CG32500
DIP1	FBgn0024807	DIP1
CR44712	unknown ID	-
flam	unknown ID	-
CG14621	FBgn0031183	CG14621
CG14615	FBgn0031184	CG14615
tilB	FBgn0014395	tilB
wap	FBgn0266848	wap
Usp2	FBgn0031187	Usp2
CG14613	FBgn0031188	CG14613
CG14618	FBgn0031189	CG14618
CG12576	FBgn0031190	CG12576
Cp110	FBgn0031191	Cp110
l(1)G0196	FBgn0027279	l(1)G0196
CR43493	unknown ID	-
CR43962	unknown ID	-
CG17600	FBgn0031195	CG17600
S6kII	FBgn0262866	S6kII
CG17598	FBgn0031194	CG17598
CG17599	unknown ID	-
Cda4	FBgn0052499	Cda4
CG12446	FBgn0031201	CG12446
fog	FBgn0000719	fog
CG42346	FBgn0259677	CG42346
CR43656	unknown ID	-
CG34334	FBgn0263829	CG34334
CG41106	FBgn0069938	CG41106
CG40485	FBgn0069973	CG40485
CR45009	unknown ID	-
FucTC	FBgn0044872	FucTC
CR45010	unknown ID	-
Rab21	FBgn0039966	Rab21
CG13865	FBgn0039965	Coa7
zyd	FBgn0265767	zyd
CG12061	FBgn0040031	CG12061
CG17167	FBgn0039941	CG17167
CG17163	FBgn0039942	CG17163
CG17168	FBgn0039943	CG17168
CG17169	FBgn0040514	CG17169
CG17162	FBgn0039944	CG17162
CR43480	unknown ID	-
su(f)	FBgn0003559	su(f)
ATbp	FBgn0039946	ATbp
28SrRNA-Psi:CR45855	FBgn0267515	28SrRNA-Psi:CR45855
18SrRNA-Psi:CR41602	FBgn0085813	18SrRNA-Psi:CR41602
5.8SrRNA-Psi:CR45857	FBgn0267517	5.8SrRNA-Psi:CR45857
28SrRNA-Psi:CR45859	FBgn0267519	28SrRNA-Psi:CR45859
28SrRNA-Psi:CR40741	FBgn0085771	28SrRNA-Psi:CR40741
28SrRNA-Psi:CR41609	FBgn0085819	28SrRNA-Psi:CR41609
28SrRNA-Psi:CR45860	FBgn0267520	28SrRNA-Psi:CR45860
pre-rRNA-Psi:CR45856	unknown ID	-
5.8SrRNA-Psi:CR45863	FBgn0267523	5.8SrRNA-Psi:CR45863
FDY	FBgn0265047	FDY
CR41507	FBgn0085790	CR41507
CR40801	FBgn0085520	CR40801
Ir21a	FBgn0031209	Ir21a
CR45340	unknown ID	-
CR44185	unknown ID	-
CR44797	unknown ID	-
lectin-21Ca	FBgn0040107	lectin-21Ca
Gr21a	FBgn0041250	Gr21a
CG3544	FBgn0031279	CG3544
CR44064	unknown ID	-
dpr3	FBgn0053516	dpr3
CR45290	unknown ID	-
CG31668	FBgn0051668	CG31668
Tengl1	FBgn0051682	Tengl1
CG8838	FBgn0031526	CG8838
CG16704	FBgn0031558	CG16704
CG10031	FBgn0031563	CG10031
lectin-24A	FBgn0040104	lectin-24A
CR45449	unknown ID	-
Or24a	FBgn0026394	Or24a
Jon25Bii	FBgn0031654	Jon25Bii
CR44743	unknown ID	-
CR45730	unknown ID	-
fusl	FBgn0031702	fusl
nompC	FBgn0016920	nompC
CG14020	FBgn0031707	CG14020
CG9016	FBgn0031751	CG9016
CG13996	FBgn0031763	CG13996
CG9109	FBgn0031765	CG9109
AANATL2	FBgn0031791	AANATL2
CG42369	FBgn0259715	CG42369
COX5BL	FBgn0031831	COX5BL
CG11319	FBgn0031835	CG11319
CG31907	FBgn0051907	Mst27D
CR44613	unknown ID	-
CG43800	FBgn0264344	CG43800
Spn28B	FBgn0083141	Spn28B
CG46025	FBgn0267689	CG46025
CG7164	FBgn0031946	CG7164
lectin-28C	FBgn0040099	lectin-28C
Spn28Da	FBgn0051902	Spn28Da
CR45341	unknown ID	-
CG9483	FBgn0032072	CG9483
CG18088	FBgn0032082	CG18088
CG17906	FBgn0032086	CG17906
CR43769	unknown ID	-
CG13114	FBgn0032127	CG13114
Nckx30C	FBgn0028704	Nckx30C
snoRNA:U14:30Eb	FBgn0063391	snoRNA:U14:30Eb
snoRNA:Me18S-A1576	FBgn0025881	snoRNA:Me18S-A1576
TbCMF46	FBgn0032163	TbCMF46
Hand	FBgn0032209	Hand
CG17097	FBgn0265264	CG17097
CG6415	FBgn0032287	CG6415
CR45454	unknown ID	-
CR46264	unknown ID	-
CG43725	FBgn0263971	CG43725
CG4970	FBgn0032364	CG4970
CG14930	FBgn0032366	CG14930
Tsp33B	FBgn0032376	Tsp33B
CG16965	FBgn0032387	CG16965
RpL7-like	FBgn0032404	RpL7-like
snoRNA:SC35-b	FBgn0263469	snoRNA:SC35-b
CR46206	unknown ID	-
CR44198	unknown ID	-
CG5204	FBgn0032473	kmg
CG15480	FBgn0032489	CG15480
CG43778	FBgn0264308	CG43778
CG33641	FBgn0053641	CG33641
CG16886	unknown ID	-
CG42711	FBgn0261628	CG42711
NimB1	FBgn0027929	NimB1
NimB3	FBgn0054003	NimB3
NimB4	FBgn0028542	NimB4
Cyp28a5	FBgn0028940	Cyp28a5
nAChRalpha5	FBgn0028875	nAChRalpha5
CG46301	FBgn0283651	CG46301
CR44216	unknown ID	-
CR44866	unknown ID	-
CG34170	FBgn0085199	CG34170
SPH93	FBgn0032638	SPH93
CG43220	FBgn0262856	CG43220
Sytalpha	FBgn0261089	Sytalpha
CR44412	unknown ID	-
CadN2	FBgn0262018	CadN2
ninaD	FBgn0002939	ninaD
Acp36DE	FBgn0011559	Acp36DE
CG34171	FBgn0085200	CG34171
grnd	FBgn0032682	grnd
CG10211	FBgn0032685	CG10211
CR43828	unknown ID	-
CR43827	unknown ID	-
CR43606	unknown ID	-
snoRNA:Psi18S-525g	FBgn0083032	snoRNA:Psi18S-525g
snoRNA:Psi18S-525h	FBgn0083031	snoRNA:Psi18S-525h
snoRNA:Psi18S-640f	FBgn0083021	snoRNA:Psi18S-640f
snoRNA:Psi18S-525i	FBgn0083030	snoRNA:Psi18S-525i
CG31683	FBgn0051683	CG31683
CR44980	unknown ID	-
Sfp38D	FBgn0261058	Sfp38D
CG33322	FBgn0053322	CG33322
CR44785	unknown ID	-
CG8665	FBgn0032945	CG8665
His1:CG33804	FBgn0053804	His1:CG33804
His2B:CG33882	FBgn0053882	His2B:CG33882
CR42545	FBgn0260718	CR42545
CR45362	unknown ID	-
CR41443	unknown ID	-
CG7882	FBgn0033047	CG7882
CG30431	FBgn0050431	CG30431
CR44169	unknown ID	-
Tsp42Eq	FBgn0033138	Tsp42Eq
Spn43Ad	FBgn0044011	Spn43Ad
CG34430	FBgn0085459	CG34430
CG34431	FBgn0085460	CG34431
CG14763	FBgn0033243	CG14763
Lcp2	FBgn0002533	Lcp2
Cyp4ad1	FBgn0033292	Cyp4ad1
Mal-A3	FBgn0002571	Mal-A3
UQCR-11L	FBgn0050354	UQCR-11L
snoRNA:gcl-a	FBgn0263463	snoRNA:gcl-a
Np	FBgn0265011	Np
CR45924	unknown ID	-
snoRNA:Psi28S-2949	FBgn0082981	snoRNA:Psi28S-2949
snoRNA:Me28S-A982b	FBgn0082942	snoRNA:Me28S-A982b
snoRNA:Me28S-G3255b	FBgn0082927	snoRNA:Me28S-G3255b
CR44283	unknown ID	-
CR45309	unknown ID	-
CR46257	unknown ID	-
CG30340	FBgn0050340	CG30340
CG12926	FBgn0033437	CG12926
CG34033	FBgn0054033	CG34033
CG12923	FBgn0033461	CG12923
CR44298	unknown ID	-
Hdc	FBgn0005619	Hdc
Obp46a	FBgn0033508	Obp46a
CG13229	FBgn0033579	CG13229
CG13216	FBgn0033591	CG13216
thetaTry	FBgn0011555	thetaTry
CG30026	FBgn0050026	CG30026
snoRNA:Me28S-A1322	FBgn0015543	snoRNA:Me28S-A1322
CG30036	FBgn0050036	CG30036
jeb	FBgn0086677	jeb
CR44315	unknown ID	-
Vha36-2	FBgn0033706	Vha36-2
Cpr49Ae	FBgn0033728	Cpr49Ae
CG33752	FBgn0053752	CG33752
CR43469	unknown ID	-
CG44251	FBgn0265186	CG44251
CG33798	FBgn0053798	CG33798
CG4712	FBgn0033818	CG4712
CG4714	FBgn0033819	CG4714
CR44343	unknown ID	-
CG4716	FBgn0033820	CG4716
CG10799	FBgn0033821	CG10799
Dh31-R	FBgn0052843	Dh31-R
snoRNA:2R:9445205	FBgn0263472	snoRNA:2R:9445205
snoRNA:2R:9445410	FBgn0263459	snoRNA:2R:9445410
CR44365	unknown ID	-
S-Lap5	FBgn0033860	S-Lap5
CG33155	FBgn0053155	CG33155
phyl	FBgn0013725	phyl
snoRNA:Me18S-C1366	FBgn0082951	snoRNA:Me18S-C1366
kn	FBgn0001319	kn
Cep89	FBgn0266708	Cep89
CngA	FBgn0261612	CngA
CG30098	FBgn0050098	CG30098
CG4945	FBgn0034137	CG4945
Arp53D	FBgn0011743	Arp53D
Cbp53E	FBgn0004580	Cbp53E
ND-51L1	FBgn0034251	ND-51L1
CR45146	unknown ID	-
CR45270	unknown ID	-
snoRNA:Psi18S-1347b	FBgn0083053	snoRNA:Psi18S-1347b
CG18537	FBgn0034323	CG18537
CG14505	FBgn0034327	CG14505
CR42736	unknown ID	-
Idgf5	FBgn0064237	Idgf5
CG33998	FBgn0053998	CG33998
fest	FBgn0034435	fest
Obp56f	FBgn0043533	Obp56f
Obp56g	FBgn0034474	Obp56g
CR44571	unknown ID	-
CkIIbeta2	FBgn0026136	CkIIbeta2
GNBP-like3	FBgn0034511	GNBP-like3
CG30148	FBgn0050148	CG30148
CG43711	FBgn0263850	CG43711
CG34203	FBgn0085232	CG34203
snoRNA:Psi28S-3316b	FBgn0082971	snoRNA:Psi28S-3316b
snoRNA:Psi18S-1389b	FBgn0083045	snoRNA:Psi18S-1389b
CG17974	FBgn0034624	CG17974
CG30288	FBgn0050288	CG30288
CG13501	FBgn0034684	CG13501
CG13502	FBgn0034692	CG13502
CG34206	FBgn0085235	CG34206
CG3292	unknown ID	-
Alp2	FBgn0283480	Alp2
CG3264	unknown ID	-
CG30278	FBgn0050278	CG30278
CR45152	unknown ID	-
CG3927	FBgn0034739	CG3927
snoRNA:Psi28S-1175c	FBgn0083003	snoRNA:Psi28S-1175c
CR44764	unknown ID	-
CG9826	FBgn0034784	CG9826
CG3649	FBgn0034785	CG3649
Eglp4	FBgn0034885	Eglp4
CR44282	unknown ID	-
CR44813	unknown ID	-
CG3565	FBgn0035034	CG3565
CG13594	FBgn0035041	CG13594
spz6	FBgn0035056	spz6
CG33680	FBgn0053680	CG33680
Dic61B	FBgn0263988	Dic61B
CG1231	FBgn0035134	CG1231
Roc1b	FBgn0040291	Roc1b
CR45118	unknown ID	-
CG13898	FBgn0035161	CG13898
snoRNA:Psi28S-3308	FBgn0082973	snoRNA:Psi28S-3308
Aplip1	FBgn0040281	Aplip1
CG32335	FBgn0063667	meep
LysS	FBgn0004430	LysS
CG9194	FBgn0035192	galene
SA-2	FBgn0043865	SA-2
snoRNA:Psi28S-2622	FBgn0086670	snoRNA:Psi28S-2622
PIG-Wb	FBgn0035265	PIG-Wb
CR45828	unknown ID	-
Oseg2	FBgn0035317	Oseg2
MsR1	FBgn0035331	MsR1
CR45170	unknown ID	-
snRNA:U5:63BC	FBgn0003938	snRNA:U5:63BC
CG43389	FBgn0263246	CG43389
CR45034	unknown ID	-
Awh	FBgn0013751	Awh
nab	FBgn0259986	nab
CR32252	FBgn0052252	asRNA:CR32252
CR45738	unknown ID	-
CR45156	unknown ID	-
CG32240	FBgn0052240	CG32240
CG7465	FBgn0035551	CG7465
CR44528	unknown ID	-
CR44518	unknown ID	-
mthl2	FBgn0035623	mthl2
Blimp-1	FBgn0035625	Blimp-1
